address,token_address,total_pnl,realized_pnl,roi,unrealized_pnl,unrealized_roi,win_rate,wins,losses,total_volume,total_trades,avg_trade_size,is_bot,avg_profit_per_trade,loss_rate,win_loss_ratio,profit_factor,volume_per_trade,persona,persona_confidence,validation_passed,quality_score,prob_Elite Sniper,prob_Whale,prob_Consistent Performer,prob_Scalper,prob_Momentum Trader,prob_Risk-Taker,prob_Developing Trader,profitability_score,risk_adjusted_score,consistency_score,copy_trading_score,risk_category,qual_category
126Mcg3dDbSFPspBKQdUju54Un66AceAieEEA3iH5Tqe,73reag6apzpa3aeyd1dksw3gnsgww14debrr2kqe3pp8,533.35,145.2,480.79,0.0,0.0,100.0,1.0,0.0,594.0,5,119.0,0,29.04,0.0,1.0,1.0,118.8,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
12ezPHMdedFwM94YefhRJ9RLhZcsDmX3gJsMKCWt6K9e,9if3jn3wee31nixzhgzrkhypsrulsawdrc5mhzb8yvbs,4786997.0,124949.0,275.61,-54.77,-0.12,66.67,2.0,1.0,4900000.0,2400,2000.0,0,52.062083333333334,0.0004166666666666667,2.0,2.0,2041.6666666666667,Whale,0.8703400000000001,True,0.8703400000000001,0.0,0.3556727046107008,0.31330901809339917,0.3310182772959001,0.0,0.0,0.0,0.9333400000000001,0.5126031041666667,1.0,0.8141509312500002,Medium-High Risk,High
13gj9sYDkj42PsC7koDk2cR9mj2YpVQxWvSBLcJcLkzG,6bgnw8p1snpvwobmhbaffewh726gzxlyudizi31xurv3,156020.0,-76138.0,-10.13,-898.32,-0.12,33.52,59.0,117.0,1700000.0,2200,762.0,0,-34.60818181818182,0.053181818181818184,0.5042735042735043,0.5042735042735043,772.7272727272727,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
14qx9SPMuxR8A8Z8ytgdtJMxYfPgmmEBYALNJ35CJUWQ,dmafl613xtipua3jfnyczavwt7xsiyf9cr3qmrmzqhb6,5000.6,4052.1,9.27,-3.18,-0.01,11.11,1.0,8.0,92000.0,48,1900.0,0,84.41875,0.16666666666666666,0.125,0.125,1916.6666666666667,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
215nhcAHjQQGgwpQSJQ7zR26etbjjtVdW74NLzwEgQjP,8j4th92zkmaolje8ucvetjbpkxnx7sdk5pxvp93hgk3f,-39829.0,-119638.0,-7.96,-61616.0,-4.1,27.69,36.0,94.0,2700000.0,629,4200.0,0,-190.2034976152623,0.1494435612082671,0.3829787234042553,0.3829787234042553,4292.527821939587,Risk-Taker,0.28662953723404255,True,0.28662953723404255,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21821400000000002,0.1285749315022156,0.8,0.314521033174069,High Risk,Low
23PvMrBSMfK3zvTnaNdZHNCwUCoKVw7BnQm4hbe87gtq,bnefthhpo6ec7jaqaav4w7ugunfuixrw5vazt6hytm82,16365.0,0.89,0.06,108.41,7.47,100.0,2.0,0.0,18000.0,19,950.0,0,0.04684210526315789,0.0,2.0,2.0,947.3684210526316,Developing Trader,0.49437458333333334,True,0.49437458333333334,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.4109900000000001,0.5100023421052632,0.47400000000000003,0.46163416096491233,High Risk,Medium
23vyEg2rYhZQLd2GE8pUicc4c7iJFRPVZCZHeF3jzJN9,7rnh8h2bhutyympxyxjwphh2ks7dx7kaan2t7yse8ymr,29499.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29000.0,28,1100.0,0,0.0,0.0,0.0,0.0,1035.7142857142858,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
25Z1m8LMfBFpexv9pvGeFEmqRnHjSxHBwxnSprv4oD8M,6hfajiuutxfzefmdkqsnbvfe6i95nh2wuvj5dwmf7gtw,38742.0,-13119.0,-6.72,-6555.7,-3.36,26.53,26.0,72.0,412000.0,652,632.0,0,-20.12116564417178,0.11042944785276074,0.3611111111111111,0.3611111111111111,631.9018404907976,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
26zMdLPThrKUAyj8jb7HYzwFWyF7SsmdjiFt6UcDhufH,7plwmfkbjwc1zmfhulxeynvcwfwxtw7karcjyrq7yl9k,31346.0,-15199.0,-18.66,-0.49,0.0,21.92,16.0,57.0,194000.0,465,417.0,0,-32.686021505376345,0.12258064516129032,0.2807017543859649,0.2807017543859649,417.2043010752688,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
27ZcBY8SRfnynxGYEggMQqrA2967xuyPg4RT29nRBaBH,lat4msxv2gpyjqsucbz7xmv1g7deotoxvbf4pevl6be,16921.0,9078.7,18.13,-361.38,-0.72,30.77,4.0,9.0,114000.0,132,863.0,0,68.7780303030303,0.06818181818181818,0.4444444444444444,0.4444444444444444,863.6363636363636,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
28tLYHeG5BodRKGbw2Cr5K9FvKVdqgSwz6PKhC43niUF,lat4msxv2gpyjqsucbz7xmv1g7deotoxvbf4pevl6be,22207.0,-1180.8,-27.44,-48.26,-1.12,0.0,0.0,5.0,31000.0,28,1100.0,0,-42.17142857142857,0.17857142857142858,0.0,0.0,1107.142857142857,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2AfEWRCgFqzHzdbFXnb9ZDHFJHxzbfTjbE8WM8y4v8Py,uksprydu4veb4cafv9hkzng9gnp1jsoch8oysmg9tcj,12205.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12000.0,5,2400.0,0,0.0,0.0,0.0,0.0,2400.0,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2Axpck3z2EbonhrY614WwcD29rFCgcaKoX23QbfJFwwN,1ptwwxev41ssw6nvwwe4aqkfrn6j3jwe7andlehdsfm,17921.0,2527.9,24.08,0.0,0.0,54.84,17.0,14.0,39000.0,95,410.0,0,26.609473684210528,0.14736842105263157,1.2142857142857142,1.2142857142857142,410.5263157894737,Consistent Performer,0.3293412857142858,True,0.3293412857142858,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.353734,0.33061618796992476,0.97,0.467612584962406,Medium Risk,Low
2B26GhnJBU15ShN5ENxNmFMWSMhRLkeMJdZXpQLw5dcn,99d5oi479axqpqcfvkktk6e7r1y8kjskhaa9dubws1vd,41915.0,13870.0,103.73,-2390.9,-17.88,37.5,3.0,5.0,62000.0,159,391.0,0,87.23270440251572,0.031446540880503145,0.6,0.6,389.937106918239,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2CdHhWgu6JtwoDvEPyLArZQH1PYU3dNaijE6bWGJmuCL,9sef2pwchp9qb6rfanp6rvuevu8hpmza4tnsyzwipgme,23834.0,-787.48,-1.89,0.0,0.0,42.42,14.0,19.0,107000.0,309,347.0,0,-2.5484789644012946,0.061488673139158574,0.7368421052631579,0.7368421052631579,346.27831715210357,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2d6B7Vzuut1FxyKJPq3Z5kmmqaPcFxwacCzeTzWoPno4,enbgi7fxssvuakatdhja7merx6saq2ihqo1z9k9gs3kx,1072.0,1072.0,10.6,278.84,2.76,40.0,22.0,33.0,20000.0,173,117.0,0,6.196531791907514,0.1907514450867052,0.6666666666666666,0.6666666666666666,115.60693641618496,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2dQ9n1DB6eVfXzuQsN2CNnPJfTsVBTLJcqNqv5cm3PVC,2r8ukqj5acyw4g54vccgnwfbhyctjheyztzevwwueqdm,1870.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,4,468.0,0,0.0,0.0,0.0,0.0,475.0,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2fAhhceKJsUUjopEY37ZwG2ySw9CnbD8LBXsP7P5c3en,8ngjonmzwid3dg31nkzhawajbts1urxggebkztskbxsd,8853.4,1138.7,9.49,-9.78,-0.08,54.55,6.0,5.0,27000.0,52,529.0,0,21.898076923076925,0.09615384615384616,1.2,1.2,519.2307692307693,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2figkingGdephf8Vm2ETpLTFksWc3ukkYJTDj3jLGDY5,5ux2hmjjmuwxynsisoicbqfd9mkos3uckqhdgqwprdsk,285366.0,-18.38,-4.23,0.0,0.0,0.0,0.0,1.0,286000.0,63,4500.0,0,-0.29174603174603175,0.015873015873015872,0.0,0.0,4539.68253968254,Risk-Taker,0.38354516666666666,True,0.38354516666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.384604,0.0499854126984127,0.5780000000000001,0.3227917404761905,High Risk,Low
2GzUAzuhjVJiVRTrrnyj3E24GthBEy7L1t3xqWrpySap,5hk4wsubzxqzvgn2q6jqhhqb7gmzwilwrkngobytvdhg,49283.0,-34034.0,-26.38,25219.0,19.55,53.85,7.0,6.0,289000.0,67,4300.0,0,-507.97014925373134,0.08955223880597014,1.1666666666666667,1.1666666666666667,4313.432835820896,Risk-Taker,0.23615841666666665,True,0.23615841666666665,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.30538200000000004,0.2929348258706468,0.802,0.39404908942786077,High Risk,Low
2hEeradHHwCafTnbV2GSBJCKbzR2qKFbuYeXF95RLgmL,gdfcd7l8x1giudfz1wthnheb352k3ni37rswtjgmglpt,21323.0,-7868.0,-6.29,-4.52,0.0,30.43,28.0,64.0,271000.0,771,351.0,0,-10.204928664072632,0.08300907911802853,0.4375,0.4375,351.49156939040205,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2HSigRk6S8dAH5byoGCETC6Svj6Q8BHaAr4i6zMb3rfN,4coxh8r1qbbazxrftax8hdanue9uqpjc1tpczwaytpdi,1693.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1700.0,5,339.0,0,0.0,0.0,0.0,0.0,340.0,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2jUqtwfSvvyNYDcCXpgtUJZqkFdh9Ba5SL2Zh3AF1SQ2,jtoazecroxgrzrynhnfnp5n1bnwytltceq57zmbpc6r,8598.7,992.44,124.06,0.0,0.0,100.0,2.0,0.0,10000.0,58,176.0,0,17.111034482758622,0.0,2.0,2.0,172.41379310344828,Elite Sniper,0.6102442258620691,True,0.6102442258620691,0.5299020066285111,0.0,0.470097993371489,0.0,0.0,0.0,0.0,0.5711458,0.510855551724138,0.708,0.5843394081034483,Low Risk,Medium
2M4c3Tt7kzogdoTtfqfqWN76J56qpVBMaLz3WCZRyapv,7dvri3qjyd3uobszl3zth8vscgu6r6r2nvfsh7uvfdte,27431.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27000.0,6,4600.0,0,0.0,0.0,0.0,0.0,4500.0,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2MXULUvRJcEgENqyQtzhfpXSqQYxfEHfr2Lykq6fPeQj,3mgxf9vvdd82e75bovuajps1wymjozcao4mb6zpqdjnv,111241.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,111000.0,22,5100.0,0,0.0,0.0,0.0,0.0,5045.454545454545,Risk-Taker,0.28749725,True,0.28749725,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.27416066666666666,0.049999999999999996,0.332,0.21981399166666668,High Risk,Low
2net6etAtTe3Rbq2gKECmQwnzcKVXRaLcHy2Zy1iCiWz,atvvfpswrivibtv4fw9ewq3suuxgcavp4hzx8jbxtucq,17951.0,1476.3,3.64,-5.11,-0.01,57.14,40.0,30.0,99000.0,453,218.0,0,3.2589403973509934,0.06622516556291391,1.3333333333333333,1.3333333333333333,218.5430463576159,Scalper,0.3857129166666666,True,0.3857129166666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.33110066666666665,0.3568296136865342,1.0,0.47806044243929363,Medium Risk,Low
2NFpLJCdvJk1jfFG63WkRVLLFonqPwbSoebEopm3vmKk,2hplggfkagpkxuj7hu1qxl1dnhxvdnjbjmsgna15unec,-10113.0,-23077.0,-37.13,7196.4,11.58,16.67,4.0,20.0,102000.0,180,567.0,0,-128.20555555555555,0.1111111111111111,0.2,0.2,566.6666666666666,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2NT1ivRYJjcffpiQj9PvCtVWembYKGdRFPu4BNqVE8Qs,gwpljamb5zxrgbtsynww7v3p1pamryzsfapftdaeswgc,57496.0,-3455.7,-36.97,0.0,0.0,0.0,0.0,1.0,76000.0,24,3200.0,0,-143.98749999999998,0.041666666666666664,0.0,0.0,3166.6666666666665,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2nyaEBLKzu762o7y9FoenED3Z93am8Qh97tJdKLwgbAk,1ptwwxev41ssw6nvwwe4aqkfrn6j3jwe7andlehdsfm,70216.0,44878.0,42.8,19415.0,18.52,63.01,46.0,27.0,238000.0,687,347.0,0,65.32459970887919,0.039301310043668124,1.7037037037037037,1.7037037037037037,346.43377001455605,Scalper,0.49606444444444453,True,0.49606444444444453,0.0,0.0,0.48295020888344603,0.5170497911165539,0.0,0.0,0.0,0.42989733333333335,0.4451180818372958,1.0,0.5551008023289665,Medium Risk,Medium
2otAK39QsvzhFfJAwUDhnpnRP1ZxzGcsoV44tsBbpWsc,2hplggfkagpkxuj7hu1qxl1dnhxvdnjbjmsgna15unec,4625.5,2318.0,6.05,-6171.2,-16.12,26.92,7.0,19.0,73000.0,157,463.0,0,14.764331210191083,0.12101910828025478,0.3684210526315789,0.3684210526315789,464.96815286624206,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2phairVknv4edWVZmYKpt5RrLYN8Xi2gjHoEyA2GgmMr,8gahtmxsxnmsx4dtwrgwepro3khn9regldjy8xq9c5fr,327799.0,2519.5,0.41,981615.0,158.03,32.74,55.0,113.0,1100000.0,538,2100.0,0,4.683085501858736,0.2100371747211896,0.48672566371681414,0.48672566371681414,2044.6096654275093,Whale,0.40578901327433625,True,0.40578901327433625,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.48455933333333334,0.16218105692996018,0.8,0.44305695173975507,Medium-High Risk,Medium
2pHhnDDkhXJ4VB2MGsDJrG8RKyKSABuECBMJYHnFhC3d,k6faeyhobwjmcdp6wozwzh4wq8aqw24y8rc8gmv6sxz,-55889.0,-93470.0,-13.25,-4375.0,-0.62,27.5,11.0,29.0,1200000.0,291,4300.0,0,-321.20274914089345,0.09965635738831616,0.3793103448275862,0.3793103448275862,4123.711340206186,Risk-Taker,0.2143161867816092,True,0.2143161867816092,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.20007400000000003,0.12118124185330015,0.8,0.297815591234151,High Risk,Low
2q8mLo4wAGn4R1GxvD4Bh5pFYT7q7eSZyoSjvtFAvNAf,9zglmavcxc7u6zhg8hmsau6aujrq8pnm8kl4edjdyju9,36752.0,-15136.0,-6.13,36.97,0.01,25.0,33.0,99.0,522000.0,939,556.0,0,-16.11927582534611,0.10543130990415335,0.3333333333333333,0.3333333333333333,555.9105431309904,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2QrNNzoQYorBwnZgT3hoZ9DFHuDKqDqMzMahQTidA3Sc,9gjtvvwdcbw4zhx7nxcgct62ff7cbnfvcetvsbkttayb,14213.0,14181.0,86.92,1623.9,9.95,26.32,5.0,14.0,40000.0,70,568.0,0,202.5857142857143,0.2,0.35714285714285715,0.35714285714285715,571.4285714285714,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2RWT2a341DJwmrnjWBh6md4pHMuh3oJ2NoopbrE5CwvK,bcviecp8byqg41qhyycqizjh9pvm8nsiqwppin9y6n4u,75647.0,-3499.4,-20.96,0.0,0.0,23.53,4.0,13.0,109000.0,92,1200.0,0,-38.03695652173913,0.14130434782608695,0.3076923076923077,0.3076923076923077,1184.7826086956522,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2tgpb26STzCXWJvA54VkYvuyFvcPxGN7N2Zeq3Beic4B,hnxndek9suxvn12urquccxc267bwm1n472dhcvjmj35,46065.0,0.0,0.0,-939.09,-38.45,0.0,0.0,1.0,49000.0,14,3500.0,0,0.0,0.07142857142857142,0.0,0.0,3500.0,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2trbpqR71TiiQ4X24tXbJJCACUmYxfa22kAhuitVKQJt,99d5oi479axqpqcfvkktk6e7r1y8kjskhaa9dubws1vd,60761.0,19185.0,24.98,1645.9,2.14,34.78,8.0,15.0,156000.0,119,1300.0,0,161.21848739495798,0.12605042016806722,0.5333333333333333,0.5333333333333333,1310.9243697478992,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2UkVzsGieqV1QWWyUgYmRsgbFqn4YAAKW7hnFsQ8XMMr,61k5vczcbdxpdd8evk6kq4efdgxc7ktrneyb4zwettsx,19195.0,929.06,1.0,-0.87,0.0,42.86,9.0,12.0,203000.0,217,938.0,0,4.281382488479262,0.055299539170506916,0.75,0.75,935.483870967742,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2vepwPCe8qW3fJYyEjBoqGpWZXtANQbH6sgFMSDUmAVy,hnhpjpjgbg2kwnimtnw8cvbhvk1hfog3rc3kjnyc23td,581112.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,581000.0,4,145000.0,0,0.0,0.0,0.0,0.0,145250.0,Risk-Taker,0.6065733333333333,True,0.6065733333333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5333333333333333,0.049999999999999996,0.224,0.3337906666666667,High Risk,Medium
2vSy7fRMz2z5D7mAps4MGuypfR9CxVHCtAVbz2iZ5sZC,9mxxzyyszfbu6cvn57hkrrgkxfhgk5pytlbqwhzrcczt,9428.1,-16372.0,-16.28,-836.61,-0.83,25.0,16.0,48.0,209000.0,535,390.0,0,-30.601869158878504,0.08971962616822429,0.3333333333333333,0.3333333333333333,390.6542056074766,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2w7gMWrB5iTN41wQjBF55kbZjvxKd2aiL4SeKwjHKJgK,3sjnocnkkhwpvxygdtem8rccihsgc9jsfzuuazkbvrvp,131394.0,-21996.0,-11.51,5231.9,2.74,37.1,23.0,39.0,454000.0,378,1200.0,0,-58.19047619047619,0.10317460317460317,0.5897435897435898,0.5897435897435898,1201.0582010582011,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2wfCgVxpCi3CENhs8yoeMs7BCEigdMxSaJyBRU7hH3E8,7dvri3qjyd3uobszl3zth8vscgu6r6r2nvfsh7uvfdte,40057.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40000.0,6,6700.0,0,0.0,0.0,0.0,0.0,6666.666666666667,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2WN4rnEmB9c9ouC7VTb4CBXbyiY7qTMcvWUxKKQ2D47T,gdfcd7l8x1giudfz1wthnheb352k3ni37rswtjgmglpt,126364.0,-47291.0,-6.71,-5842.9,-0.83,23.53,20.0,65.0,1500000.0,2200,664.0,0,-21.49590909090909,0.029545454545454545,0.3076923076923077,0.3076923076923077,681.8181818181819,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2WxdxZ9bhaCU2mPssvZZytmD5dZZfYs7wFnne63iZHmE,4sbywy5uuxybwuj8fwhdfxun6mbtacrqbjwiz9mxworp,371631.0,12311.0,2.22,6277.8,1.13,60.0,12.0,8.0,1200000.0,204,5900.0,0,60.34803921568628,0.0392156862745098,1.5,1.5,5882.35294117647,Risk-Taker,0.5118014166666667,True,0.5118014166666667,0.0,0.49764302014387346,0.0,0.0,0.0,0.5023569798561266,0.0,0.570714,0.3980174019607843,1.0,0.598870962254902,High Risk,Medium
2YjUc4nZaeaRFcMYBMDxtDHR5bbfeDxkDo6uC8dSVxBC,7rqd8fhc1rimv3v9edcrz6rnfsjn1puxm9umjaurjrnj,60608.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61000.0,17,3600.0,0,0.0,0.0,0.0,0.0,3588.235294117647,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
2zvg6qF3cb3PjWzKo4S8KWX4Vm4BYpoBWraVJ3GqA3dh,8ngjonmzwid3dg31nkzhawajbts1urxggebkztskbxsd,1549.4,982.96,56.5,0.0,0.0,50.0,1.0,1.0,5000.0,9,559.0,0,109.21777777777778,0.1111111111111111,1.0,1.0,555.5555555555555,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
312sYjfXoMcsRrWQAgqEHEcUJevun7Xiy6wWyUz3j4Fk,9vix1vducteoc2wertsp2tudxxpwaf69aeet8enpjpsn,191533.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192000.0,17,11000.0,0,0.0,0.0,0.0,0.0,11294.117647058823,Risk-Taker,0.41107425,True,0.41107425,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.32768866666666663,0.049999999999999996,0.30200000000000005,0.24758289166666667,High Risk,Medium
3135BYwKK2kj241PDELgCyyxRv7cz2Kn9Eb9nBthqCgf,grk5zr5lbnwlsda45pskc81dmn9ycmge5cirxujthkrl,30971.0,-14378.0,-31.84,-328.55,-0.73,17.65,3.0,14.0,100000.0,118,845.0,0,-121.84745762711864,0.11864406779661017,0.21428571428571427,0.21428571428571427,847.457627118644,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
32jqPQ14osZKGZHqTfLEUJXa2cCxgMq2UU6VxUEQ7ULL,fiovvnhbghitj5ozudrdzm4ci5reeugua9ds3cvaxsdd,9730.6,-1379.8,-19.61,0.0,0.0,50.0,3.0,3.0,24000.0,52,458.0,0,-26.534615384615385,0.057692307692307696,1.0,1.0,461.53846153846155,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
34KiEDaH2hxMgsL7xKfY6yVgR3pWwAFLVEK5qCK2asTA,bmsze6tkzyskys1patpkryyazgdxwfxdia4buvlg9agy,143880.0,-30.55,-0.02,55446.0,34.36,40.0,2.0,3.0,314000.0,300,1000.0,0,-0.10183333333333333,0.01,0.6666666666666666,0.6666666666666666,1046.6666666666667,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
34ZEH778zL8ctkLwxxERLX5ZnUu6MuFyX9CWrs8kucMw,gwpljamb5zxrgbtsynww7v3p1pamryzsfapftdaeswgc,64179.0,-4595.9,-5.36,869.85,1.01,56.45,35.0,27.0,202000.0,716,283.0,0,-6.418854748603351,0.03770949720670391,1.2962962962962963,1.2962962962962963,282.122905027933,Scalper,0.4513934722222222,True,0.4513934722222222,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.3485393333333333,0.347827205410718,1.0,0.48890324217877096,Medium Risk,Medium
35RpBYjPfCVoyVCZ11RkKGgTW8QX2W6diUFH2ecEXe2g,6wy9wxyct5a1mgyjixfnmi3swgnugzdjy75jepvsr2mg,8851.1,-1251.5,-6.12,-151.73,-0.74,22.22,4.0,14.0,48000.0,153,314.0,0,-8.179738562091503,0.0915032679738562,0.2857142857142857,0.2857142857142857,313.72549019607845,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
3a9YN1fSkH56y3PfqaxgsN68mCo7wNPjX62QBEGEB1HD,22wrmytj8x2trvqen3fxxi2r4rn6jdhwomtpssmn8rud,71519.0,0.0,0.0,-1341.4,-1.88,0.0,0.0,1.0,143000.0,2,72000.0,0,0.0,0.5,0.0,0.0,71500.0,Risk-Taker,0.3391060833333333,True,0.3391060833333333,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.24767933333333333,0.049999999999999996,0.21200000000000002,0.1903823416666667,High Risk,Low
3CjDWXwWe47W17bkftFy4NLu8B4bYGBDYRdcYk9iy7Vn,5ewl8ch5tsebgxe3dvn6mul3jrpkfyx9acn5u3ukzxci,152.86,-2474.3,-7.63,-259.92,-0.8,27.66,13.0,34.0,63000.0,514,122.0,0,-4.813813229571985,0.06614785992217899,0.38235294117647056,0.38235294117647056,122.56809338521401,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
3dBN7MAEcvDWMGNq1h5tH7xqkE9dQuMvaNYiLxs7ssN7,7dvri3qjyd3uobszl3zth8vscgu6r6r2nvfsh7uvfdte,119138.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,119000.0,7,17000.0,0,0.0,0.0,0.0,0.0,17000.0,Risk-Taker,0.36592383333333334,True,0.36592383333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.2794253333333333,0.049999999999999996,0.24200000000000002,0.21176251666666665,High Risk,Low
3eszR5deRksp4bNjEsY1MRQUMA1PTvZ1iALPheVox8o6,7rqd8fhc1rimv3v9edcrz6rnfsjn1puxm9umjaurjrnj,61395.0,-2453.9,-9.87,4150.8,16.7,50.0,1.0,1.0,105000.0,10,11000.0,0,-245.39000000000001,0.1,1.0,1.0,10500.0,Risk-Taker,0.33345541666666667,True,0.33345541666666667,0.0,0.0,0.0,0.0,0.0,0.5210953320440945,0.4789046679559054,0.32777,0.2677305,0.46,0.3367726916666667,High Risk,Low
3FJkErxARZijfudv4pKRCjcenPtka8NhuKfSgQgx4hix,edpqmvu9okrtnkn8k3tvqwpew6uadexbemdpn7y3hvs2,8548.7,4598.4,69.59,-0.88,-0.01,26.92,7.0,19.0,22000.0,199,109.0,0,23.10753768844221,0.09547738693467336,0.3684210526315789,0.3684210526315789,110.55276381909547,Unclassified,0.0,False,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,High Risk,
