"wallet_address","token_address","gross_profit","realized_profit","realized_profit_percent","unrealized_profit","unrealized_profit_percent","win_rate","wins","losses","trade_volume","trades","avg_trade_size","is_bot"
"9XVWfqzavraezfvS38v8xcZepHYxcNKtnNMEKpPXEwTN","6sekz73vph5afymqtzav6h5vaqqlz2c8wqecq6mhlqfk",125034.00,-117470.00,-15.08,-51768.00,-6.64,18.27,19,85,1500000.00,841,1800.00,0
"9XzoddT4PQsvbKQ4pMGvuYBTw3qgyMJw8CZ8efveNdHb","5jn7rnf7cdzcwsgqjmnszuux7gsrpwfjkkjhejhkgijc",413776.00,-4463.20,-11.92,-3970.40,-10.60,25.00,1,3,479000.00,45,11000.00,0
"9YHynAnpx9sPNriVviq98e4qQ2BZqFjP5LapticCBUkW",dmu6p74f6qkrdnd83ryxy5r6szbhgpxfzwbc5dthepff,118515.00,-1324.70,-2.54,-104.17,-0.20,36.84,14,24,222000.00,421,527.00,0
"9yYya3F5EJoLnBNKW6z4bZvyQytMXzDcpU5D6yYr4jqL",dgj5dhv3y92vve6qmqmrdtvynbqdstzaituwd42e8fcv,113410.00,20677.00,5.42,-454.82,-0.12,47.83,33,36,827000.00,457,1800.00,0
"9zfBqGY8PS93J19aJtjDdJ7zkYHAUoNLh93fKPmNBY7Q",dgj5dhv3y92vve6qmqmrdtvynbqdstzaituwd42e8fcv,16448.00,14846.00,14.33,42.08,0.04,44.64,25,31,211000.00,569,370.00,0
A1QRKMAVzgnkqJyukUhjTkzhiV1kFC8crKwb95mB5qB,"6sekz73vph5afymqtzav6h5vaqqlz2c8wqecq6mhlqfk",11274.00,-81503.00,-7.90,-28616.00,-2.77,27.37,26,69,2000000.00,781,2600.00,0
A5GTF7jGAgJgbvFBsrtrwq27LkRRPSVEPwgkAxDwfBZC,"2kuebor9p8e2yvgcund9ipmhgm9nl4pg11zeeoqvqzwg",242977.00,81769.00,141.38,0.00,0.00,100.00,1,0,359000.00,207,1700.00,0
A6DurJbMkzDYhZmnrwndVbRfWNfmLrnsy6LJztPDX77w,nn9vmhjtqgg9l9f8sp3geufwc5zvuhradcwehh7n7di,322767.00,0.00,0.00,-70882.00,-28.39,0.00,0,2,572000.00,139,4100.00,0
A6YSa5QrmjYGz42TdKg24dY3ZEu3Y9GBwHB9GmhrJuMn,enbgi7fxssvuakatdhja7merx6saq2ihqo1z9k9gs3kx,-1102.80,-2535.10,-22.46,-1.01,-0.01,16.67,1,5,21000.00,51,421.00,0
A7FMMgue4aZmPLLoutVtbC7gJcyqkHybUieiaDg9aaVE,"9fvcekjnhwrdrfqi9vqcum3jxmdjrgmfmsdo4vhy3h72",38803.00,10473.00,1.93,-47803.00,-8.79,69.80,749,324,1000000.00,29000,36.00,1
A7MxJomeDwXgAYUWDE475bdrDpsgjdJaGD7hqbJKX9a3,"3xrlc6r3jvu9t5mecgcg8zggrfr8kcefymabyjvxxk6w",30122.00,-12035.00,-10.03,476.49,0.40,30.91,34,76,268000.00,639,419.00,0
A85KSRtBe4Ff5rcnz3o2LQYTdEirT1bxLVHP1w2JKwF7,bcviecp8byqg41qhyycqizjh9pvm8nsiqwppin9y6n4u,27527.00,-5553.50,-51.05,0.00,0.00,28.57,4,10,49000.00,142,347.00,0
AabAuD8MpUKCe3bqRjzVLMV4QrvhWjFVddpwHfepn6a9,"4coxh8r1qbbazxrftax8hdanue9uqpjc1tpczwaytpdi",1751.20,0.00,0.00,0.00,0.00,0.00,0,0,1800.00,8,219.00,0
AAyfqN2VwrbCqkR7cvb83pFJkh2fh5ptDP9ZXiZsRaWT,"94fd4trlwf9whhttisyn8pczqsbkmbnd2mvdbyywudu9",10875.00,6043.60,26.17,-1032.80,-4.47,50.00,12,12,51000.00,150,341.00,0
AaZyviadMpEJdaVZCTKm6TRXKxvvoG3HethEH9WkjxHH,bcviecp8byqg41qhyycqizjh9pvm8nsiqwppin9y6n4u,27075.00,-1614.00,-18.97,0.00,0.00,9.09,1,10,44000.00,125,353.00,0
Ad7CwwXixx1MAFMCcoF4krxbJRyejjyAgNJv4iaKZVCq,"9d9mb8kooffad3sctgztkxqypkshx6ezhbkio89ixyy2",1579173.00,-19547.00,-1.86,22986.00,2.19,54.55,24,20,3400000.00,2800,1200.00,1
Aemby6yXpjA8CzFoq7cDbgPah5iuTgdnmLt8rFHBTUi8,"47anmr2xe2pe8t8rmcctugagvyqn5f4ecgyf9vfruzcv",210569.00,72383.00,17.62,0.00,0.00,37.32,53,89,1000000.00,2300,453.00,0
Aevgy1ZrzXXQfc2dtkzX3Y22XPwoQR9XebfHVGGDYTC4,e3zg26rwp4v5uq5za2gbpbb66mj2xxyne37ugd91y8ph,0.00,0.00,0.00,237.28,24.21,100.00,1,0,980.00,1,980.00,0
AEzr9xg2f3ecdzQmZ7pDonDxfJkiKfNJvnM6dPEHtv51,nn9vmhjtqgg9l9f8sp3geufwc5zvuhradcwehh7n7di,75140.00,756.27,1.88,0.00,0.00,100.00,1,0,121000.00,16,7600.00,0
AG7C9aXSCBLeFZnQQa8mpGdDLq3h5jbzij1ZQnccRNjA,j3s2eabdxatejd9nghavsrv88pugsqwmrggywxoel587,2616.40,0.00,0.00,0.00,0.00,0.00,0,0,2600.00,4,654.00,0
AgmLJBMDCqWynYnQiPCuj9ewsNNsBJXyzoUhD9LJzN51,gdfcd7l8x1giudfz1wthnheb352k3ni37rswtjgmglpt,51253.00,43626.00,11.76,5487.10,1.48,29.63,24,57,762000.00,4600,164.00,1
AGqjivJr1dSv73TVUvdtqAwogzmThzvYMVXjGWg2FYLm,"6wftd8otqyx98jokh7fw816vdwzb2cud8tclyjpfzggd",97819.00,7764.20,7.51,1526.50,1.48,27.03,10,27,302000.00,468,646.00,0
Ai1fezxxQjmFwaHhjCpFBd7QRALogD1zPwUncBK3Q2pz,atvvfpswrivibtv4fw9ewq3suuxgcavp4hzx8jbxtucq,6806.30,0.00,0.00,0.00,0.00,0.00,0,0,6800.00,14,486.00,0
AjbjfCq5FYwmHyvmfT2HcFf45HFwydNSD7qyULbyRL5v,"7vbqtbxevphssw3iuebvczrqo322jnjujun6scdcxr6t",6851.40,3159.50,32.49,0.00,0.00,100.00,1,0,26000.00,76,346.00,0
ALGCiG1JkJFZysCx3V7BG5zFhhJB15gWkay4Bb47seS9,"8j4th92zkmaolje8ucvetjbpkxnx7sdk5pxvp93hgk3f",-251.57,-263.16,-2.26,545.31,4.68,66.67,2,1,23000.00,18,1300.00,0
AmBPaAaC36arvwynXuhZN87hn7ndzAnwg2fvunAFCFTj,"5ewl8ch5tsebgxe3dvn6mul3jrpkfyx9acn5u3ukzxci",5060.50,0.00,0.00,0.00,0.00,0.00,0,0,5100.00,27,187.00,0
AmcmsXkqGPapjhoCTF4WNAn2Hq98uXtn16aQTZEqdHFB,"52flwrtxbq3ej3qc6vbyrdzoykogp3jsxxhygue9r5v",-5026.50,-5035.10,-6.80,16.10,0.02,13.33,2,13,143000.00,337,424.00,0
AniWRxw2hapXe3TV4KXQJvry1jBxUPgtpDxFqSbeeXJT,gwpljamb5zxrgbtsynww7v3p1pamryzsfapftdaeswgc,25493.00,-1736.00,-10.61,14.65,0.09,50.00,1,1,58000.00,30,1900.00,0
AnYpSyzBuTfevB36bguTrZkoyhxN4RPAR2u62YhXQ8gw,"99d5oi479axqpqcfvkktk6e7r1y8kjskhaa9dubws1vd",169097.00,360.03,0.66,-6939.80,-12.81,44.44,4,5,224000.00,81,2800.00,0
AP5a6So1c2R8wemQWXt3kNE3d6pUc4dDktxhJdR8kn89,"7plwmfkbjwc1zmfhulxeynvcwfwxtw7karcjyrq7yl9k",42794.00,-5261.50,-14.08,282.75,0.76,33.33,6,12,109000.00,144,758.00,0
ApBdd2PHWWwTADv4X8JikqtaXHnz9JaGoLPY8M6gqEzL,ekv9hdumwqnxzgq5g6ge6bk1zrhkxyc2wnsfl94sqmlj,424610.00,-91892.00,-19.28,-58827.00,-12.34,16.67,2,10,1300000.00,163,7900.00,0
ApRnQN2HkbCn7W2WWiT2FEKvuKJp9LugRyAE1a9Hdz1,ekv9hdumwqnxzgq5g6ge6bk1zrhkxyc2wnsfl94sqmlj,212821.00,75175.00,12.43,-1173.30,-0.19,24.18,22,69,1300000.00,451,3000.00,0
ARBmaNP4jJ1zBJPKupAD6ijLm8BpipxSWkM1pVxQTJeG,"48hfmdnyynuat6r2tdtp2ljan3rcpoypai3pakvzefte",7988.20,-17236.00,-0.64,-29546.00,-1.09,91.82,247,22,5200000.00,19000,281.00,1
ARmkoFReQLP5bZgLGdvRk17pD43LkWtPJVGCbLvsb9RD,"9fvcekjnhwrdrfqi9vqcum3jxmdjrgmfmsdo4vhy3h72",15024.00,-9463.50,-5.73,-17196.00,-10.42,27.08,13,35,317000.00,308,1000.00,0
ArTMhon3Ma48iA9FKZTyEr2sFpkzPctN8UZfsxjFqd9a,jtoazecroxgrzrynhnfnp5n1bnwytltceq57zmbpc6r,5412.10,0.00,0.00,0.00,0.00,0.00,0,0,5400.00,1,5400.00,0
As7HjL7dzzvbRbaD3WCun47robib2kmAKRXMvjHkSMB5,"1ptwwxev41ssw6nvwwe4aqkfrn6j3jwe7andlehdsfm",193147.00,-14662.00,-1.77,887.10,0.11,29.94,50,117,1700000.00,1600,1100.00,0
AtEKqxVhccPQGDMtgoQmZUExd4ARUD7Ke5L9sHmw7Ewi,bzc9nzfmqkxr6fz1dbph7bdf9broyef6pnzesp7v5iiw,332421.00,-13186.00,-5.48,0.00,0.00,50.00,1,1,814000.00,11,74000.00,0
ATFRUwvyMh61w2Ab6AZxUyxsAfiiuG1RqL6iv3Vi9q2B,"6sekz73vph5afymqtzav6h5vaqqlz2c8wqecq6mhlqfk",149122.00,-93501.00,-8.08,-72833.00,-6.29,37.04,20,34,2000000.00,696,2900.00,0
ATjZpeW92Dn1dNPT9Z2Pwzvfn5RgX15Y9LJhCFmTFkck,"94fd4trlwf9whhttisyn8pczqsbkmbnd2mvdbyywudu9",13540.00,428.39,0.70,-2468.50,-4.03,41.51,22,31,130000.00,203,641.00,0
ATsiqfVBf89DJb4di6XKqh2voQDNeXEnFcZ8p4xqfauz,jtoazecroxgrzrynhnfnp5n1bnwytltceq57zmbpc6r,8368.20,1196.30,4.23,-2751.00,-9.73,57.14,4,3,58000.00,95,614.00,0
ATvjyhKvzshtgxpygnAHemSxhASYiXEmvDzhMCtmKEYj,"6wy9wxyct5a1mgyjixfnmi3swgnugzdjy75jepvsr2mg",50128.00,3826.80,15.28,169.66,0.68,42.22,19,26,99000.00,1000,98.00,0
AUsw81311GWzvK4Qud7DJHnV86ZhRfbndkHMcVD7sDMW,j3s2eabdxatejd9nghavsrv88pugsqwmrggywxoel587,3744.00,733.29,27.55,-7.67,-0.29,66.67,2,1,9000.00,12,754.00,0
AwzPc4s3oaLnckqhZ61eDHuQbArjrfSRxDX5FZUBdig1,k6faeyhobwjmcdp6wozwzh4wq8aqw24y8rc8gmv6sxz,2994.50,-957.12,-7.37,400.14,3.08,50.00,7,7,23000.00,56,416.00,0
AXcqKk9B8YQV3Tgf2nsb7Y24hVTjducAgqaV8U3vpBZh,a143tyyy9h9mzksvbkbfqvbik3rdurpfbdlttfswnvua,186246.00,614.19,0.40,-1513.40,-0.99,46.51,20,23,408000.00,165,2500.00,0
AXmnRBrNtYYyyo82cLBBhnWJ7o1iqNLZbuEVpDB3V666,"9kxhkomtid1tmf32jvzmfb5mp9c6h15turermxljrflz",26636.00,9908.00,2.09,-468.93,-0.10,95.98,191,8,974000.00,12000,81.00,1
AxT6f7CrGURFnsowXCubLEfdgViMALczBCKwaCCiBuQL,gnyxamygf1iivijdpqkegifxbtmfxmd46bgfnh3xh9rj,32211.00,-4942.40,-9.51,-1528.90,-2.94,37.04,10,17,121000.00,215,563.00,0
AyMncW9HVDGDBeiDWkivHNbGAGXUPACLt4mLxzFhH3GL,"83g6vzjzlrcnhbslatj94vcprimyyqwun6zfl11mcadl",129319.00,6600.90,3.89,-15163.00,-8.94,50.00,4,4,446000.00,329,1400.00,0
B2FNpT8dzceBRAXq8YexHYwRTjJgRLB7gTELBR7xBHtB,"4sbywy5uuxybwuj8fwhdfxun6mbtacrqbjwiz9mxworp",82254.00,0.00,0.00,0.00,0.00,0.00,0,0,82000.00,33,2500.00,0
B6DuqraKonsfFj1pWdrjoBgnMSv1FdnGcF7HHcidWxNG,"6xqbcfhu453fk8ftq525r3nzqsu2ok7bcgxnxcuzzbde",4043.00,-44.28,-1.67,0.00,0.00,42.86,3,4,9400.00,21,446.00,0
B7xU1BKrdRSkiDzTZHGYNRUxzw6SsjEW4N9hX1amMKf1,hgrvezf83hm2x5hovx9ec2cbiajtmwfhk6vcuplh4ydy,19089.00,-5779.30,-5.57,-2.94,0.00,45.56,41,49,226000.00,566,399.00,0
B7yWDQzWSVyC25LXKA2NLT54GBtiPqQCDT6WUpEZGHiH,"6wftd8otqyx98jokh7fw816vdwzb2cud8tclyjpfzggd",9095.20,-3919.20,-1.98,-24.10,-0.01,39.13,36,56,399000.00,1700,234.00,1
B86WT4kLrYrgwczM5yAayFsg3v3s9i5vMnNgPjB9nsg4,j28smrhedlyhpzcjlvhexsimifedswfhobhpeqryhdjl,137691.00,974.50,1.88,0.00,0.00,100.00,1,0,218000.00,18,12000.00,0
BbLiTPLHkin7uiBtgNLfeE2UN743CfxT3o7bNw6qYUDM,uksprydu4veb4cafv9hkzng9gnp1jsoch8oysmg9tcj,10101.00,0.00,0.00,0.00,0.00,0.00,0,0,11000.00,7,1600.00,0
BBqy6gAVMzRH1S7y9XvBNaS3axRovqe2VgNrgwYc3mYM,b4vwozy1fgtp8selxsxydwszavpugnj77durv2k4mhuv,178991.00,-9134.60,-0.09,-7390.80,-0.08,23.08,3,10,20000000.00,13000,1500.00,1
Bc3ryY3BPSPcdDHcmxrLYPmU1WrzgtPmByrDuxjYFSyw,"4sbywy5uuxybwuj8fwhdfxun6mbtacrqbjwiz9mxworp",57437.00,-33670.00,-35.40,0.00,0.00,0.00,0,3,248000.00,37,6700.00,0
BC8yiFFQWFEKrEEj75zYsuK3ZDCfv6QEeMRif9oZZ9TW,"47anmr2xe2pe8t8rmcctugagvyqn5f4ecgyf9vfruzcv",403603.00,136759.00,23.72,-23050.00,-4.00,36.17,17,30,1300000.00,605,2100.00,0
BCNDcBen6cKNRN3zZUTE4XNdbPmYyL6AgB2JVnswrM7n,"2hplggfkagpkxuj7hu1qxl1dnhxvdnjbjmsgna15unec",4684.10,517.26,6.30,-14.57,-0.18,26.32,5,14,21000.00,185,114.00,0
BfiYoBZoa6KvxYGHqmDp1kyBSstFB9brsEEhZZwRftcS,"94fd4trlwf9whhttisyn8pczqsbkmbnd2mvdbyywudu9",6375.00,0.00,0.00,187.37,10.53,66.67,2,1,8200.00,6,1400.00,0
BGcMJs9SujXouY58tMuomZNLPM9hXwH41sEe88H6yzDk,et36eupe6vkdbewty5c6pqfz3wvmlxgfbbzpephvcqcd,320.99,-97.89,-3.72,0.01,0.00,33.33,4,8,5400.00,32,169.00,0
Bghse6Uw7gAS6N6JNGnm5WyCdNB3kBuHKmMaxYJ4sRac,q2sphpduwfmg7m7wwrqklrn619caucfrsmhvjffodsp,1046114.00,-145413.00,-36.87,0.00,0.00,0.00,0,1,1800000.00,41,45000.00,0
Bh9dSt9TSb6sB1vnAtZKKVw2HLeGTATFgUK1SCLjkEV4,"2hplggfkagpkxuj7hu1qxl1dnhxvdnjbjmsgna15unec",8915.20,-5423.90,-29.34,0.00,0.00,31.25,5,11,46000.00,110,417.00,0
BJ13Ezfu5f57G27VzdjqauLRYND7SZ7D9cor6UG2XEJY,j3s2eabdxatejd9nghavsrv88pugsqwmrggywxoel587,-890.67,-6778.80,-14.86,-0.79,0.00,6.67,1,14,90000.00,408,221.00,0
Bjehj5Xyg1nonHEun8Ngqj6qGcHqLU8M9PyaGNm92LXS,bax9m9a5fvy5cniewwnuwkvdzhsg9psznb4fj9r677tn,870055.00,-562.25,-3.60,-494.98,-3.17,0.00,0,7,891000.00,1900,465.00,1
BJGy3VeoXH1VKphZ4wccGqY9uhxWkA7RpULrdvMGaSb2,bysqk5wcufsec5gomgwbg6acpsyayihgf4vvt2lp48ex,2803.40,-6332.80,-33.61,200.33,1.06,13.64,6,38,39000.00,346,113.00,0
Bk5JfA7TttZgxzhJogpsVc8Ro8a7y32XaVkAsda6Y8nX,"5wnu5qhdprgrl37ffcd6tmmqzugqgxwafgz477rshthy",27823.00,-28712.00,-7.25,38564.00,9.73,76.47,13,4,623000.00,115,5400.00,0
BKU6jJbUqVhUfEEvPenwGSwCPKNCwjVZPg2Vs5tW6aGr,"5wnu5qhdprgrl37ffcd6tmmqzugqgxwafgz477rshthy",557132.00,0.00,0.00,-10.37,-7.80,0.00,0,2,557000.00,416,1300.00,0
BMnT51N4iSNhWU5PyFFgWwFvN1jgaiiDr9ZHgnkm3iLJ,"9d9mb8kooffad3sctgztkxqypkshx6ezhbkio89ixyy2",38736849.00,-1269519.00,-0.18,-13044175.00,-1.87,16.33,8,41,1400000000.00,1700000,827.00,1
BmxcvxgizscqcVekkM2JWT2qiMpfJ5iyh71BZo7MVZJE,dmafl613xtipua3jfnyczavwt7xsiyf9cr3qmrmzqhb6,22861.00,-3828.90,-10.45,-0.98,0.00,30.00,3,7,88000.00,57,1500.00,0
BN876AceALtAfneFDT6QNi46vTHMGnV4a55NQGom1zGa,"99d5oi479axqpqcfvkktk6e7r1y8kjskhaa9dubws1vd",37193.00,0.00,0.00,0.00,0.00,0.00,0,0,37000.00,8,4600.00,0
BNahnx13rLru9zxuWNGBD7vVv1pGQXB11Q7qeTyupdWf,fumjacuaarcubd4dpwycmivs3sjabbb4vyw7auygwxxh,241609.00,126433.00,15.00,-48323.00,-5.73,51.53,84,79,1700000.00,1300,1300.00,0
BNHcZXNzxKwSxgfbw6vunvk2g3L6v1jSVrrxscgXairY,"6wy9wxyct5a1mgyjixfnmi3swgnugzdjy75jepvsr2mg",3396.00,-4333.40,-18.79,-286.88,-1.24,11.11,2,16,48000.00,75,639.00,0
Bo5qgLjR3tea9junaKnawYD8i3ZDXVNeuuYHagKznBj4,"9d9mb8kooffad3sctgztkxqypkshx6ezhbkio89ixyy2",1449959.00,0.00,0.00,0.00,0.00,0.00,0,0,1400000.00,11,132000.00,0
BoBo2S28s9E2gE2qMJPSMFUvdptpBCXaRhLg6UYR8teE,"6xqbcfhu453fk8ftq525r3nzqsu2ok7bcgxnxcuzzbde",443791.00,0.00,0.00,0.00,0.00,0.00,0,0,444000.00,11000,40.00,1
BoYDgUvWwXmXmDZH2uVPMAwJ7GzAdw15LrKWuVA9wcHL,a143tyyy9h9mzksvbkbfqvbik3rdurpfbdlttfswnvua,19704.00,833.49,4.92,0.00,0.00,61.54,8,5,54000.00,170,315.00,0
BpfFAfU1jvBWMPK66pL7dstQJbA5DGJDEvpcsfYUmoFB,"9sef2pwchp9qb6rfanp6rvuevu8hpmza4tnsyzwipgme",9073.80,7229.40,17.08,138.59,0.33,64.71,11,6,92000.00,64,1400.00,0
Bpqo4ZWkHyoaig8sov8WyeHoEf2pD7nEt7AcxMEvteEQ,bysqk5wcufsec5gomgwbg6acpsyayihgf4vvt2lp48ex,21365.00,-1790.20,-4.13,22.57,0.05,39.39,13,20,108000.00,855,126.00,1
BPr6KE6n23YHoH7arY6DMxbAdqHyQrAqzYPN2FvDGDbU,hnhpjpjgbg2kwnimtnw8cvbhvk1hfog3rc3kjnyc23td,969650.00,-267392.00,-27.88,79.70,0.01,7.14,1,13,2800000.00,176,16000.00,0
BqQzekX4FyuA2WGzGtCu1Vkn6FuZR9FsrZLVRA6dLaF3,k6faeyhobwjmcdp6wozwzh4wq8aqw24y8rc8gmv6sxz,7641.90,-6213.10,-9.06,-498.46,-0.73,18.35,20,89,133000.00,373,357.00,0
BRNYqg72cqTioVhdeeL1kpCnyJGWqufnmyDiKHfrMJ59,atvvfpswrivibtv4fw9ewq3suuxgcavp4hzx8jbxtucq,8849.30,224.72,2.58,0.00,0.00,50.00,4,4,26000.00,118,222.00,0
BSLSTy7rZaLXcS3s1V73rphp3MWWWZQ3qEQzuZf9xQXL,"8j4th92zkmaolje8ucvetjbpkxnx7sdk5pxvp93hgk3f",2269.60,1315.40,23.14,-0.29,-0.01,50.00,4,4,14000.00,39,349.00,0
BtDaZUqHr2mKH5EYQCztuerHBuBEfQNYdquTDtEZp2Ym,"7plwmfkbjwc1zmfhulxeynvcwfwxtw7karcjyrq7yl9k",149208.00,18167.00,4.96,-2549.00,-0.70,34.78,32,60,869000.00,891,975.00,1
BtjJPBFBG9rUyTf7pwh4ZW53GNVLX4ptoKhoKVwdhqqR,"52flwrtxbq3ej3qc6vbyrdzoykogp3jsxxhygue9r5v",10935.00,4796.60,170.04,0.00,0.00,66.67,2,1,17000.00,27,614.00,0
BTrMMb6GivxwFBmqRMCJ9fLtEC4wngvJ1ucgBr3nHicK,evfney1n7g7x1isse23xjukpcswoxdndx9kbboei3rwl,1800.60,1717.00,15.56,0.48,0.00,60.67,162,105,23000.00,1200,20.00,0
BtzePZ8gQcczcdsw6mE8JmicqSznv4ch3cdkkMhahgTv,fkfrk3wdagxokysr1fpggcdeegkv1b1yynx9ykvpg3jg,26251.00,0.00,0.00,0.00,0.00,0.00,0,0,26000.00,21,1300.00,0
BUykvEKteuA7SfGR79X8FEHy7BC2nZFV8CGhq6398ws4,gdfcd7l8x1giudfz1wthnheb352k3ni37rswtjgmglpt,24333.00,-10416.00,-10.45,0.00,0.00,24.64,17,52,224000.00,390,574.00,0
Bv2BAw5UmKxv5SBMWYKqpsh6eXKNGM2RKxJGpGPk5vmb,"9sef2pwchp9qb6rfanp6rvuevu8hpmza4tnsyzwipgme",21272.00,5245.30,3.04,-133.47,-0.08,50.75,68,66,361000.00,1200,295.00,0
BvTq3XrSeTTXe8A5CXnhHCjWFKPGu27pSX5yfu9uvXqz,"7rnh8h2bhutyympxyxjwphh2ks7dx7kaan2t7yse8ymr",-2110.60,-2110.60,-9.09,0.00,0.00,44.44,4,5,44000.00,41,1100.00,0
BwgJCgLPrRJZCANgj9PKqt67Jn4y3CkFbFJRwLZecJ9,"4bn7ow3iynapgdhwhs8zlvw8ytuutboqdn95rfeusr9d",100802.00,3298.90,2.21,783.20,0.53,60.00,3,2,276000.00,114,2400.00,0
BWiQxVGWRCzvNekEdFfuvszNfVpuBGSST8sA1hwxW31t,"6bgnw8p1snpvwobmhbaffewh726gzxlyudizi31xurv3",38215.00,21278.00,1.39,8935.60,0.58,54.50,109,91,3000000.00,8000,380.00,1
BXCjxMZrRgqKRYmEPJmKU8jKzQ2UggXWF8MubQ75SQbJ,a143tyyy9h9mzksvbkbfqvbik3rdurpfbdlttfswnvua,83812.00,-6903.10,-6.52,2968.30,2.81,26.88,25,68,293000.00,999,294.00,0
BxDMhasNVPHV7DBZfjT6RAnEzeVgwwBH9NmBrePKvZff,"2r8ukqj5acyw4g54vccgnwfbhyctjheyztzevwwueqdm",9537.20,-5145.90,-2.18,334.24,0.14,20.59,7,27,455000.00,337,1400.00,0
BXL38968duR94QR5M1aNkMqu6q1FKYJfaoZSgHke4Scr,jtoazecroxgrzrynhnfnp5n1bnwytltceq57zmbpc6r,6336.10,-126.38,-9.27,0.04,0.00,0.00,0,3,9000.00,66,137.00,0
ByQwvmXQWq9jqQFENzRARyuFdzLJGMGAFLMPc5LG4ZCZ,cpsmssqi3p9vmvnqxrdwvbsbcwyuhbggncrw7morbq3g,169594.00,0.00,0.00,0.00,0.00,0.00,0,0,214000.00,67,3200.00,0
BYsFRpbdak1xu4E1qRXxbVHFZUftTATQttAw6U8hktc4,"4sbywy5uuxybwuj8fwhdfxun6mbtacrqbjwiz9mxworp",201563.00,19612.00,8.71,-10557.00,-4.69,61.54,8,5,590000.00,62,9500.00,0
BZmxuXQ68QeZABbDFSzveHyrXCv5EG6Ut1ATw5qZgm2Q,dgj5dhv3y92vve6qmqmrdtvynbqdstzaituwd42e8fcv,31404.00,21478.00,8.58,-15384.00,-6.14,50.00,47,47,473000.00,973,486.00,0
BZpevisWuWqQxRc48VmNUh1nBsu9EWCt28GP5qj9XKGk,dxuzkwqyuyzmjqhpjedvanghng4r8vq2om6dyry3q2kz,42553.00,-1223.00,-1.59,12576.00,16.37,35.42,17,31,160000.00,736,218.00,0
C2NM8wQdCRsDVeG1KctJseSdC5L9yHjcvvggfxQogKq9,"2r8ukqj5acyw4g54vccgnwfbhyctjheyztzevwwueqdm",1567.40,0.00,0.00,0.00,0.00,0.00,0,0,1600.00,4,392.00,0
C3WoGEDMEPdavN5QgkTMdz56oowW4DUdFWykQUNeVUMS,"9sef2pwchp9qb6rfanp6rvuevu8hpmza4tnsyzwipgme",1568.80,0.55,2.43,0.00,0.00,100.00,1,0,1600.00,8,202.00,0
C9AsKBjMBKJmjMu8CN8MEZQtvUhBjLedH48L3j88fKvp,k6faeyhobwjmcdp6wozwzh4wq8aqw24y8rc8gmv6sxz,8181.30,4260.20,6.30,0.00,0.00,50.00,18,18,141000.00,270,521.00,0
CA4keXLtGJWBcsWivjtMFBghQ8pFsGRWFxLrRCtirzu5,ekv9hdumwqnxzgq5g6ge6bk1zrhkxyc2wnsfl94sqmlj,724467.00,-214780.00,-7.39,-31154.00,-1.07,37.88,25,41,5900000.00,811,7200.00,0
CAfuBJ58YZfgPRfXVUb71KfMQfrA74yRXCDxQpmb1ybo,gwpljamb5zxrgbtsynww7v3p1pamryzsfapftdaeswgc,39913.00,0.00,0.00,-0.05,-0.14,0.00,0,1,40000.00,53,754.00,0
CAPn1yH4oSywsxGU456jfgTrSSUidf9jgeAnHceNUJdw,bysqk5wcufsec5gomgwbg6acpsyayihgf4vvt2lp48ex,51231.00,-1107.80,-1.19,-1051.90,-1.13,37.61,41,68,235000.00,1300,178.00,0
CAr8DUMPDW3n2zVZ4H9pAvM3A3JC7pSYwnjz2sZXz6MS,ats4h3anceuhlifun8gh8tltuf4xzprxyv4b9rbfe2wm,113887.00,0.00,0.00,0.62,0.18,100.00,1,0,114000.00,80,1400.00,0
CatyeC3LgBxub7HcpW2n7cZZZ66CUKdcZ8DzHucHrSiP,q2sphpduwfmg7m7wwrqklrn619caucfrsmhvjffodsp,35133.00,15078.00,1.30,-207.05,-0.02,95.65,88,4,2400000.00,4500,529.00,1
cayVSKhF82z8FqKUTErtDXrMdtftcJ5E4wj4FDeWE85,gdvxhx7hbiy2jsfbpazdyiyqqvzqjf2qcf7sutrtgeqr,33377.00,16226.00,42.04,-3.92,-0.01,47.37,18,20,109000.00,373,292.00,0
CbCZ7wMx8jSb22uxCYW56YA3ASZXoHuP26aZVLEPuopp,lba5xbytcboxy4xesydxhnh4utvnmcp5jcjgaednvjc,0.00,0.00,0.00,0.00,0.00,0.00,0,0,575.00,3,192.00,0
CCc5m84JvEoe5cCPV5dYHqiXCuvNHpFpAuUB6ggsCRUg,"9gjtvvwdcbw4zhx7nxcgct62ff7cbnfvcetvsbkttayb",19812.00,14327.00,69.78,669.57,3.26,15.00,3,17,54000.00,105,511.00,0
CcLYwqv5EDkSdahkLpT3imWWg3Tr1ZF5ye8msy1Swiqy,"4w2cysotx6czaugmmwg13hdpy4qemg2czekyeqyk9ama",1142901.00,148.78,0.03,139568.00,31.07,100.00,2,0,1600000.00,110,15000.00,0
CcM9FGcjo7hS1ZoiCXxM6cUVfiGrDV3qMDYGCbdmmSWj,hnhpjpjgbg2kwnimtnw8cvbhvk1hfog3rc3kjnyc23td,2213317.00,84686.00,1.06,0.00,0.00,100.00,1,0,18000000.00,60000,303.00,1
