"wallet_address","token_address","gross_profit","realized_profit","realized_profit_percent","unrealized_profit","unrealized_profit_percent","win_rate","wins","losses","trade_volume","trades","avg_trade_size","is_bot"
"5UfvzjUw4xwZfrnhJXvP2tsBWuG3nABBZ5Enm4HxraM3",j3s2eabdxatejd9nghavsrv88pugsqwmrggywxoel587,3309.30,238.81,10.03,0.00,0.00,33.33,1,2,8100.00,16,504.00,0
"5V7kpPNHCky7izvRfyZSLyjTLDFSEqUqLNbGinyr7Gtz","8n5vs5asyqxrkvl73k9m6hvtkzwmeubsdkzql2mbddy4",57200.00,215.67,8.70,0.00,0.00,100.00,1,0,62000.00,80,777.00,0
"5VKFUwUsnNabupoDo4sGgxSDBJNoApHqDFcnia6CGyoa","1ptwwxev41ssw6nvwwe4aqkfrn6j3jwe7andlehdsfm",1036.10,111.81,23.51,0.00,0.00,100.00,1,0,2000.00,9,221.00,0
"5W5vnVSX7NjaghpfMf1jyvtcQNyRffk7hDZS67rKXQpW","69zvrff9k7c9dsrtouisoekc7g5lm1gz4mokgrjghsjv",249019.00,76672.00,17.45,-72038.00,-16.40,27.27,3,8,904000.00,179,5100.00,0
"5wuWqapipz5FArBYtSRLxFB63YXBNBHAFTg8zJSN9pWf",gnyxamygf1iivijdpqkegifxbtmfxmd46bgfnh3xh9rj,5636.80,-377.43,-3.28,-143.73,-1.25,18.18,2,9,28000.00,52,532.00,0
"5WZXKX9Sy37waFySjeSX7tSS55ZgZM3kFTrK55iPNovA",ats4h3anceuhlifun8gh8tltuf4xzprxyv4b9rbfe2wm,20217.00,16599.00,2.41,-18240.00,-2.65,95.48,359,17,1300000.00,7700,172.00,1
"5X2KKAKELkce9WhofQz1gsPU6xMduc8Z2MFQCe4ABbws","5jn7rnf7cdzcwsgqjmnszuux7gsrpwfjkkjhejhkgijc",26365.00,-4713.30,-32.67,0.00,0.00,17.65,3,14,55000.00,71,778.00,0
"5xbvkGx5kKu7z3EvVeQrbtyyd9na9bZgK4SR54xwyfEa",hsemlnpwz3fk9innmpucxs6nsqoi7y3n941exyz9anbq,191515.00,-11318.00,-3.58,0.00,0.00,0.00,0,1,824000.00,3800,219.00,1
"5XVKfruE4Zzeoz3aqBQfFMb5aSscY5nSyc6VwtQwNiid","8s1xuyxblz4amd58hburi87czn8ihcofsqxkxzhscvqs",78137.00,50112.00,42.83,-6732.90,-5.75,37.50,12,20,262000.00,217,1200.00,0
"5yCMdPWBXe7HSG48Wn8yzSU27VaneP5nLXvFEYF8nPCe","5wnu5qhdprgrl37ffcd6tmmqzugqgxwafgz477rshthy",203708.00,-11952.00,-4.80,-107368.00,-43.08,0.00,0,11,489000.00,179,2700.00,0
"5ywvGNbFvj929J4kV5Lhs488sC4HBX3CJVHQzSMZUeQQ","8s1xuyxblz4amd58hburi87czn8ihcofsqxkxzhscvqs",9504.30,-70.09,-0.16,0.63,0.00,11.11,2,16,99000.00,114,869.00,0
"619Hw3DjqWfkYGVmMXFukm9Rk3CJBLRWS5A6TxkckEPc","5dt1rtljtcozawmrahpinwiffhjhswnxiwq3f2w7zshn",58697.00,5207.90,3.52,-0.73,0.00,36.73,54,93,354000.00,1200,289.00,0
"61TbrR33MtD5MeAgFbkCabbCL2WZovoCDPQFYfJwedUN","7dvri3qjyd3uobszl3zth8vscgu6r6r2nvfsh7uvfdte",,0.00,0.00,-0.06,-42.91,11.11,1,8,0.00,28,0.00,0
"62LHykT5LZG8yd93pAwgMKLmrTna7Pzt6C76zBVWudu4","8j4th92zkmaolje8ucvetjbpkxnx7sdk5pxvp93hgk3f",18468.00,-3287.00,-5.90,31986.00,57.39,14.29,1,6,111000.00,68,1600.00,0
"62tcm1Rr7BagcxgVfe1iYD9fcBnryEw4csvjWMou3hLP","5dt1rtljtcozawmrahpinwiffhjhswnxiwq3f2w7zshn",-14144.00,-25501.00,-16.13,-0.98,0.00,27.17,25,67,300000.00,579,517.00,0
"63A99xoxxUVBm8VUguBcJZbYWDLi9AjYvYtB16xWqCzw","69zvrff9k7c9dsrtouisoekc7g5lm1gz4mokgrjghsjv",-63354.00,-136869.00,-20.55,1504.80,0.23,18.92,7,30,1100000.00,406,2600.00,0
"63my38nrAKKRrN4GiXicUNfmzH1rUkXEXErP8Nz1qiLb","2kuebor9p8e2yvgcund9ipmhgm9nl4pg11zeeoqvqzwg",315319.00,56361.00,78.49,-2096.80,-2.92,33.33,1,2,451000.00,211,2100.00,0
"63tPv7nruFUYPXRzLQR442ksYJYFsgLwR2Fn6mT44JQs","3sjnocnkkhwpvxygdtem8rccihsgc9jsfzuuazkbvrvp",6933402.00,-397482.00,-1.82,-551713.00,-2.52,32.41,35,73,44000000.00,130000,336.00,1
"65bqkyNow2D8qFP5c9cKpeHtPKMvyKS37uUDskahW952","4coxh8r1qbbazxrftax8hdanue9uqpjc1tpczwaytpdi",6159.30,0.00,0.00,0.00,0.00,0.00,0,0,6200.00,18,342.00,0
"65HUe9zK9Wi6vZvFD5rAQMgMgLpZdCvHXLpiq3W4SDd","6gdrrenvfyjqdcugmrkdg2ju7uj8ncvbt2ukal2mdj1l",39597.00,0.00,0.00,0.00,0.00,0.00,0,0,40000.00,5,7900.00,0
"66f2y6JFv3SW3eYRSK8U4akoYk8EQ7Yr9CUJxjCLaYkJ",bcviecp8byqg41qhyycqizjh9pvm8nsiqwppin9y6n4u,33812.00,-728.19,-30.93,0.00,0.00,33.33,2,4,39000.00,54,713.00,0
"66N5hqLcseAxpwAVBQJXveb4C4ZM2GdBirm3xYVBprbh",emb95ywjfmu5p2n9ee7juesbgkmgxwsampzcrz9riths,1758.00,584.31,15.07,1734.60,44.74,50.00,1,1,8200.00,52,157.00,0
"66W4ypeod8MegVzMot5ZJPEh6QBUG4FriDxC72bEJxvT",yrrustgpugdp8bbfosqdefssen6sa75zs1qjvgnhtmy,277563.00,-74609.00,-85.52,0.00,0.00,0.00,0,3,452000.00,44,10000.00,0
"69x2jpq3afCXDpb3iju1f228VQK5BMyd8F5eU4JWNt7J",enbgi7fxssvuakatdhja7merx6saq2ihqo1z9k9gs3kx,1705.40,1705.40,22.07,-59.42,-0.77,60.00,9,6,16000.00,51,305.00,0
"69z4qTgQ5DBRTJvnQzx2h8jZhNsv5UgADotEwwKUm2JS","7cckzmrxbpfhwyzgpqpukl6beywaetsnhwnwe3jenevc",104246.00,287.49,0.50,9.13,0.02,32.26,10,21,217000.00,254,853.00,0
"6A8fruE85QTXydfjLMuSvYAWgcFiorNxPHBVWdfiv9dJ","9mxxzyyszfbu6cvn57hkrrgkxfhgk5pytlbqwhzrcczt",33733.00,14187.00,15.88,-146.69,-0.16,33.33,15,30,200000.00,273,731.00,0
"6aFkwaxPd8NbPSCttkFZanegBWm8zYcJf6C2L1hshKok",dxuzkwqyuyzmjqhpjedvanghng4r8vq2om6dyry3q2kz,40665.00,1749.60,0.39,2260.10,0.51,32.56,14,29,887000.00,342,2600.00,0
"6AQvAWpj435UAVJWmURURNpQ2P3ei2v6Lfz2JDNXVnjq","52flwrtxbq3ej3qc6vbyrdzoykogp3jsxxhygue9r5v",39627.00,1449.90,3.40,0.00,0.00,47.62,10,11,125000.00,122,1000.00,0
"6BDxr2oWkdXHnYinLH5DwUSCFZ6pPNkCvDFdisCgdE6k",emb95ywjfmu5p2n9ee7juesbgkmgxwsampzcrz9riths,908.91,182.53,62.72,0.00,0.00,100.00,1,0,1500.00,7,213.00,0
"6BEvzS1oKGZ9X1MDSvtYYL9mBHTJBdcXRDFxh2QicLJ3","22wrmytj8x2trvqen3fxxi2r4rn6jdhwomtpssmn8rud",110274.00,0.00,0.00,0.00,0.00,0.00,0,0,110000.00,8,14000.00,0
"6BibqznyX2iFZa8wTE3HqA8zMM82tUApZzebURQ7dpKL",enbgi7fxssvuakatdhja7merx6saq2ihqo1z9k9gs3kx,1002.50,32.59,0.55,125.32,2.12,22.22,2,7,12000.00,75,159.00,0
"6C2vkDyYYopRLv2EDnivUPHpH1yMEHEVFnrztwe5McEE",bysqk5wcufsec5gomgwbg6acpsyayihgf4vvt2lp48ex,5047.90,-831.13,-14.08,-1.70,-0.03,10.53,2,17,17000.00,123,137.00,0
"6c4tVSd9xzLfQ4PbcQ1oLumqQDXAgE4eQHSumL6XoS4t","6gdrrenvfyjqdcugmrkdg2ju7uj8ncvbt2ukal2mdj1l",53075.00,-17221.00,-32.12,-32.55,-0.06,0.00,0,7,160000.00,60,2700.00,0
"6DtRuUXRh5rVZCEUNCvtreS8svoTc3a18vvngn1SBsZm","8gahtmxsxnmsx4dtwrgwepro3khn9regldjy8xq9c5fr",4676.90,0.00,0.00,0.00,0.00,0.00,0,0,4700.00,3,1600.00,0
"6e1GCzyBewQdXqQQonLCt2YuMhur6DcyUy4acgymCFZH","5hk4wsubzxqzvgn2q6jqhhqb7gmzwilwrkngobytvdhg",38911.00,29533.00,38.09,31472.00,40.59,51.11,23,22,151000.00,305,495.00,0
"6EAu2riXj6N9pdizedQVa7R6sz9HYUT42vpdav33qinx",ccyufsfkwbor2ak9zygfcj18eblqwrrnjebpbc6hkcm8,-32238.00,-43183.00,-33.69,-2135.10,-1.67,0.00,0,14,220000.00,233,945.00,0
"6eo6CjynErwoQ52Y9YYpz1uxGYhPPozXKGkE7UFk8KMe",fiovvnhbghitj5ozudrdzm4ci5reeugua9ds3cvaxsdd,20779.00,-222.94,-0.28,-2.77,0.00,30.00,15,35,178000.00,185,964.00,0
"6f5i4vn9Dez7zLXFus42e5GB67uzxW54HxdDKGsYgfPJ","5dt1rtljtcozawmrahpinwiffhjhswnxiwq3f2w7zshn",-4.67,-768.89,-1.83,-1.11,0.00,33.33,3,6,82000.00,313,262.00,0
"6FzAoR316QBi8Ne3ARwZixhbfbBg12YkFhZRNZDS5ath","2uf4xh61rdwxng9woyxsvqp7zua6klfpb3nvnrqeoisd",1339290.00,-2899.90,-0.24,0.00,0.00,0.00,0,1,3700000.00,41,91000.00,0
"6G8Cu53PRgm5aPHxMaZRguYHJfaNxmnmgoR129cKMvJk","8gahtmxsxnmsx4dtwrgwepro3khn9regldjy8xq9c5fr",19581.00,3964.00,2.61,-7.17,0.00,46.43,52,60,323000.00,1100,307.00,0
"6GxLscStMScachRZDvYSdDmZzKGfa4vdmT4j98v6YDoS",enbgi7fxssvuakatdhja7merx6saq2ihqo1z9k9gs3kx,9423.00,-1299.20,-1.58,-416.43,-0.51,38.46,20,32,169000.00,810,209.00,0
"6hcX7fVMzeRpW3d7XhFsxYw2CuePfgSMmouZxSiNLj1U","6sekz73vph5afymqtzav6h5vaqqlz2c8wqecq6mhlqfk",183359.00,11050.00,5.41,-383.59,-0.19,26.15,17,48,591000.00,692,854.00,0
"6ifQ9mcV92vd49RXueAXqmtqvJUeBk9rWgWk5cEKLt3F",gc1utsxrrlauwby3uwsemjuxhjmjhhv1sxj9a1jhvyxp,16057.00,-344.19,-2.57,-1036.10,-7.73,33.33,2,4,33000.00,27,1200.00,0
"6iKCPH3FCFMtGHSvw3qkV6cQ4ACQML8BGrB5gev3exsM","8ngjonmzwid3dg31nkzhawajbts1urxggebkztskbxsd",1977.30,-137.74,-5.90,0.00,0.00,16.67,1,5,6600.00,39,170.00,0
"6j15wAMgKtTqVS6wXHpFgLctPCu7rsM6LYMmAipN6KiC","4w2cysotx6czaugmmwg13hdpy4qemg2czekyeqyk9ama",333802.00,0.00,0.00,0.00,0.00,0.00,0,0,334000.00,39,8600.00,0
"6jRdbzEnabPyZtWEgnkfU7iFiGi2z2ifaSqR2pbo7ZTU",enbgi7fxssvuakatdhja7merx6saq2ihqo1z9k9gs3kx,240.53,-2887.90,-2.13,1313.60,0.97,34.15,14,27,255000.00,545,469.00,0
"6kN2Ybe9c2P8cjMGpNLemBGS2tEx8Bk3CHsGyh4szKVP","8ngjonmzwid3dg31nkzhawajbts1urxggebkztskbxsd",12293.00,785.45,1.95,-300.33,-0.74,37.50,15,25,91000.00,151,601.00,0
"6LCyy8d26ZrWUqonqvbjtDhB7K2kXqHQmuC5uHEsaWoN","5wnu5qhdprgrl37ffcd6tmmqzugqgxwafgz477rshthy",123192.00,0.00,0.00,0.00,0.00,0.00,0,0,123000.00,6,21000.00,0
"6LxiLdPzEpBxGNwMGiXJ53fb27wGVj1ZxH7GNvzZvPZN",enbgi7fxssvuakatdhja7merx6saq2ihqo1z9k9gs3kx,10172.00,-666.11,-1.46,-869.01,-1.90,35.14,26,48,100000.00,720,139.00,0
"6nKzBQaJdhFmbvxk6CWpFseesQpPrUux1ANyxnbM8k5h",bcviecp8byqg41qhyycqizjh9pvm8nsiqwppin9y6n4u,10105.00,6477.40,54.31,0.00,0.00,54.55,6,5,34000.00,66,515.00,0
"6orMyuKZFcA9n7bLbAzM247y3hHnBNyh7JtUnLttS9XQ","6gdrrenvfyjqdcugmrkdg2ju7uj8ncvbt2ukal2mdj1l",23146.00,0.00,0.00,0.00,0.00,0.00,0,0,23000.00,3,7700.00,0
"6P7DLarSJoAxbHjArS1nq3iTjoGCAeUbBjH2WC39pwq7","94fd4trlwf9whhttisyn8pczqsbkmbnd2mvdbyywudu9",-154.15,-1055.80,-2.56,19.22,0.05,13.33,18,117,81000.00,570,142.00,0
"6PK7XmnUrxU5XDoWt1Ae55n9fJKyTY2JFibMWUFK9nQG",epvwqejcnenvsnyecma2955bgtqjk2ptxuggrvtiffg2,26432.00,-3725.80,-30.60,-2258.80,-18.55,0.00,0,6,47000.00,49,949.00,0
"6Pnd68jMMxcWJFu2s4cEN4kmjaMGfM6gNeYC4uub46vx","22wrmytj8x2trvqen3fxxi2r4rn6jdhwomtpssmn8rud",77874.00,0.00,0.00,34127.00,49.93,100.00,1,0,146000.00,4,37000.00,0
"6prcU3q2EvAQAT1Mp15f3euu7dXbeZzs7cDc5A7iYTTs",arncjtbx6tmf6g8fec2hxyrd7xdypnudexurz1ewszaw,159227.00,1542.10,0.82,-8465.60,-4.50,25.00,14,42,411000.00,198,2100.00,0
"6qdGJMxurSM3ydmvaCRpBsFQTZvi4EJyfsndz1kDFnET","3sjnocnkkhwpvxygdtem8rccihsgc9jsfzuuazkbvrvp",2631534.00,-114718.00,-1.22,135116.00,1.44,53.00,53,47,18000000.00,50000,354.00,1
"6QMeN7GcvyDFfRV3LctN6XjVpBsKUbiLnbn3WntrNuz","5wnu5qhdprgrl37ffcd6tmmqzugqgxwafgz477rshthy",121274.00,-36807.00,-14.40,-78015.00,-30.52,18.18,2,9,517000.00,721,717.00,0
"6R4xV26HmZt3RJz1RKtS9mDCkkvp6WLARTruRy4oLMdb","6bgnw8p1snpvwobmhbaffewh726gzxlyudizi31xurv3",40560.00,-11054.00,-44.28,-22.64,-0.09,11.11,1,8,87000.00,84,1000.00,0
"6r6yeAShRzG3Bx7RVVNPUQzXwB85tX3f9KNBqRdQSdLb",dxuzkwqyuyzmjqhpjedvanghng4r8vq2om6dyry3q2kz,39909.00,7506.40,15.25,-4401.00,-8.94,75.00,3,1,102000.00,38,2700.00,0
"6RsTDGVdfpvAiCLtTcaKhdmX9BJHNQFbDdG33ag2Mbqt","6wy9wxyct5a1mgyjixfnmi3swgnugzdjy75jepvsr2mg",7200.30,-1641.00,-11.88,-7.12,-0.05,48.33,29,31,35000.00,216,161.00,0
"6tRZkbqwy99hWuExk8TnKYpUHHcQ6jb4FjnNwjh4RkHY",e9ogc72mzwyqmzr5ggb9daogyrssr3uhfwhg1l75rzve,-24934.00,-88264.00,-21.20,9639.70,2.32,29.79,14,33,786000.00,900,873.00,0
"6TtarPwHJwQ7gGXrEYC3TJ36MU5t9oH4sWwV3MfcKU86",bnefthhpo6ec7jaqaav4w7ugunfuixrw5vazt6hytm82,18967.00,707.46,5.95,3881.60,32.63,62.50,5,3,31000.00,104,302.00,0
"6UQjfsvc26TL9o7w5vjqod6Htwti4Ljcrto5Mt32HKxe",gnyxamygf1iivijdpqkegifxbtmfxmd46bgfnh3xh9rj,5777.10,4163.50,6.47,-900.08,-1.40,54.55,18,15,131000.00,661,198.00,0
"6wZ3NZEhcQrzn9crT47dK9tAAGkvqZyjQWKZPaB2smxZ","1ptwwxev41ssw6nvwwe4aqkfrn6j3jwe7andlehdsfm",5785.00,740.54,12.20,1461.40,24.08,53.33,8,7,15000.00,52,290.00,0
"6xjp3tS1CPXQxzjSVYkJpCMNQraxhXPeX1Kii96sx98R",hwshel812jwxxaza9epv8wu1e9apkr6d3vy5ecfsvpje,7040.50,-18998.00,-23.70,0.00,0.00,20.00,9,36,167000.00,475,351.00,0
"6xUL8CUfV1fzd3UQoDBs7agWNXpwyE5q56css1wHNFFU","2kuebor9p8e2yvgcund9ipmhgm9nl4pg11zeeoqvqzwg",282059.00,0.00,0.00,0.00,0.00,0.00,0,0,282000.00,10,28000.00,0
"6xX7LudE5AqnTUc8dJJfzuarkSc6WMw7qRHgQXUdWauJ",dmu6p74f6qkrdnd83ryxy5r6szbhgpxfzwbc5dthepff,147479.00,-3820.00,-3.98,-396.16,-0.41,24.14,14,44,331000.00,641,517.00,0
"6YuLKyTHVG6WK83JShvERWB6mY77XmbijsdPc4oT1AwT","9fvcekjnhwrdrfqi9vqcum3jxmdjrgmfmsdo4vhy3h72",95358.00,32351.00,1.43,-1932.90,-0.09,96.12,99,4,4600000.00,4200,1100.00,1
"6zXeh6gpgBz4AWsWcUWpB6y2CxFvt5swPCv77L4E6cqe",fbzsqpaygqjpmrt8l33qngwv6bcatx6xcjmtpvcw3gdz,153492.00,-42625.00,-16.09,-14949.00,-5.64,23.64,13,42,645000.00,328,2000.00,0
"72CuspuGi1t9DgWLAazFWJgoRz2FuqnA5fYYgjHUYKA2",yrrustgpugdp8bbfosqdefssen6sa75zs1qjvgnhtmy,224668.00,80021.00,21.34,-187.13,-0.05,28.57,2,5,974000.00,1800,531.00,0
"731eE1dAG8UywWnpvF1AYoSycN9mSDzLHSW69FNPzJBj",gc1utsxrrlauwby3uwsemjuxhjmjhhv1sxj9a1jhvyxp,60288.00,15254.00,31.70,4659.20,9.68,36.00,9,16,151000.00,67,2300.00,0
"76ZUBj1JLz7arTVHSRJok5oSTEqDuVBgySFMVHtzxzZc",dmu6p74f6qkrdnd83ryxy5r6szbhgpxfzwbc5dthepff,80941.00,-1901.20,-1.64,-4.90,0.00,66.67,46,23,312000.00,535,584.00,0
"777777SKLnxYweGxa7yjNCyHhiRas6CRYBSrxmvWzmu4","6xqbcfhu453fk8ftq525r3nzqsu2ok7bcgxnxcuzzbde",67995.00,3033.10,26.99,-117.26,-1.04,54.55,6,5,89000.00,719,124.00,0
"77GVbCe2tyb2Re65mcANBu2G8LfQtjinui5Ht8v7Mphg",enbgi7fxssvuakatdhja7merx6saq2ihqo1z9k9gs3kx,15573.00,97.22,1.22,0.00,0.00,38.46,5,8,32000.00,112,282.00,0
"77pcWRGCoaaZd7mhdbSYZNGMxPnazapQvdReeZayfYhq",e9ogc72mzwyqmzr5ggb9daogyrssr3uhfwhg1l75rzve,-4578.60,-33360.00,-16.75,-1648.20,-0.83,23.08,3,10,374000.00,243,1500.00,0
"781ZAeCXiZ8ggf2ykoMDEDGX9Eyo4y2pv9dcantLBjN2",dxuzkwqyuyzmjqhpjedvanghng4r8vq2om6dyry3q2kz,15523.00,7821.30,11.66,3.05,0.00,40.00,2,3,150000.00,88,1700.00,0
"78HAkWSJekYX9c9iDKEaS26bL4w4pbJRNBv9FXJYqJ6","4tk5kfz9fab3ytx9k1fiyssm7njfvayseg32dqcj82t4",2782.50,0.00,0.00,0.00,0.00,0.00,0,0,3600.00,6,593.00,0
"7AFWthgJ75FWLP7nDpehu9r1vg6jWDDRXx5gia3yzPki",hsemlnpwz3fk9innmpucxs6nsqoi7y3n941exyz9anbq,118963.00,-7106.30,-31.15,0.00,0.00,0.00,0,1,165000.00,169,974.00,0
"7bcKFtWR5zAHBFVLBaJd6P5nx5sjW5PYHV6y7vN8u6AG","9kxhkomtid1tmf32jvzmfb5mp9c6h15turermxljrflz",-137.95,-137.95,-1.21,564.95,4.97,50.00,2,2,22000.00,46,471.00,0
"7bninkx2wCogLL2erwdgf3xzufrpKzd1RhDJt6rTeKvC",emb95ywjfmu5p2n9ee7juesbgkmgxwsampzcrz9riths,1055.90,312.50,105.34,0.00,0.00,100.00,1,0,1600.00,3,550.00,0
"7bsTkeWcSPG6nzsbXucxV89YUULoSExNJdX2WqfLHwZ4","8j4th92zkmaolje8ucvetjbpkxnx7sdk5pxvp93hgk3f",52411.00,-4083.90,-4.76,5936.00,6.92,22.45,11,,210000.00,537,391.00,0
"7CAXwJ8nLcxLZQvRoxxvSeeteurBV6noo78VdUMMmiW3",arncjtbx6tmf6g8fec2hxyrd7xdypnudexurz1ewszaw,4114.80,2782.00,16.32,-667.74,-3.92,22.22,6,21,36000.00,175,203.00,0
"7CLcRguMcdmTWYae7knbQyK5Z5BVy2WSLrcbfoB87jp3","8n5vs5asyqxrkvl73k9m6hvtkzwmeubsdkzql2mbddy4",64918.00,409.06,74.42,0.00,0.00,100.00,1,0,66000.00,82,805.00,0
"7dGrdJRYtsNR8UYxZ3TnifXGjGc9eRYLq9sELwYpuuUu",frhb8l7y9qq41qzxyltc2nw8an1rjfllxrf2x9rwllmo,1220764.00,68612.00,0.81,-47112.00,-0.56,84.32,1016,189,17000000.00,239000,73.00,1
"7diDig8bXwmFaoGHd1fH4MrzyQUXVyk1DwgKmu9vUV2F","3xrlc6r3jvu9t5mecgcg8zggrfr8kcefymabyjvxxk6w",4119.10,-6724.30,-12.58,-4.28,-0.01,31.63,31,67,110000.00,802,137.00,1
"7eA7cGTcDJdP86YWWvKdsbWK3vznge7xrFvR7sQTfN8K",hwshel812jwxxaza9epv8wu1e9apkr6d3vy5ecfsvpje,20904.00,639.13,4.49,-153.77,-1.08,47.37,9,10,45000.00,80,561.00,0
"7EmUSAXbyXoGpqLPpurkQ97S4ovMdkbjyYPrKtJHtkqa","8q1yvtrv5wlt8gacj83idppw2rrxetwamhjxszvo4pvd",86554.00,6560.60,3.71,1.61,0.00,49.46,46,47,439000.00,1900,235.00,0
"7f3TfkfrXUSBxad3v47KwdpdJ3TDJxzNjNJv5x63LnkU",b4vwozy1fgtp8selxsxydwszavpugnj77durv2k4mhuv,1029450.00,16071.00,0.37,-174181.00,-3.97,27.27,3,8,8300000.00,36000,232.00,1
"7fCXLR91qaRuiXayPwENWyXm9jHyD5DER2pLaEt4yciA",q2sphpduwfmg7m7wwrqklrn619caucfrsmhvjffodsp,256465.00,-297380.00,-25.82,-120117.00,-10.43,57.14,4,3,2100000.00,90,23000.00,0
"7fVR7QhZdi7EhJ5dbqfkrdiv2gfA4Eh1YMgH9yoYsKhQ","69zvrff9k7c9dsrtouisoekc7g5lm1gz4mokgrjghsjv",204417.00,988.73,0.85,-3021.70,-2.60,25.00,4,12,353000.00,1000,343.00,0
"7gntoA6CQxsj9xduk8tsaQYezFX7PvHtT5hHR9EqcBu6","7rqd8fhc1rimv3v9edcrz6rnfsjn1puxm9umjaurjrnj",81959.00,0.00,0.00,-249.82,-6.96,0.00,0,1,86000.00,2,43000.00,0
"7GyQ8dD5D4PYkUWXNSEE5cvv2SiWWNXEBGrsmxH49AnR",cpsmssqi3p9vmvnqxrdwvbsbcwyuhbggncrw7morbq3g,9435.90,-16338.00,-10.06,-56665.00,-34.88,12.50,1,7,207000.00,147,1400.00,0
"7Hkpf3NJwCdcnDqwZMTR1d76pHnfeyqnP8vxrV4TLKHR","5jn7rnf7cdzcwsgqjmnszuux7gsrpwfjkkjhejhkgijc",86901.00,-10091.00,-10.54,-34177.00,-35.69,11.11,2,16,201000.00,115,1700.00,0
"7hnTzCVKCa3ToiKC8wgFHzc2s5jRBVDwwg5DpffUKjUu","7plwmfkbjwc1zmfhulxeynvcwfwxtw7karcjyrq7yl9k",31542.00,22463.00,5.29,3065.10,0.72,31.91,15,32,797000.00,458,1700.00,0
"7HRknr6cVEr5bvm1PwFfRDtqnCdp1qSPeCcjw32rpMog",fbzsqpaygqjpmrt8l33qngwv6bcatx6xcjmtpvcw3gdz,463255.00,5474.90,7.62,-1071.20,-1.49,25.00,3,9,600000.00,570,1100.00,0
"7iRo63BzGA3BoXyNhrhR3WNzBzRN1WP4bDik4Q5t9fDR","4xuurg5a7vhpotaahf5fm9ycppbcwdnjsmmyu61sh6qr",32174.00,19423.00,40.18,0.00,0.00,42.86,3,4,129000.00,58,2200.00,0
"7Jb98bX73TcgR9MEmMWcy4KgQeHyJ9cvMqSfAAtdPLd",lat4msxv2gpyjqsucbz7xmv1g7deotoxvbf4pevl6be,16886.00,16886.00,80.71,2270.10,10.85,25.00,1,3,57000.00,51,1100.00,0
"7KeMK65LyMWT6EUYU2w4yY1fbiAQ5aFKFXJsTXRQWbq2",arncjtbx6tmf6g8fec2hxyrd7xdypnudexurz1ewszaw,4640.20,-10521.00,-7.84,-57.74,-0.04,29.79,14,33,264000.00,1400,195.00,1
"7ksgwZNdLP61D1DzpsJCotGGqFKic7GAt4j5YjFkvV79","4xxm4cdb6mescxm52xvyqknbzvdewwspdzrbctqvguar",57736.00,0.00,0.00,-8443.40,-15.38,33.33,1,2,113000.00,136,828.00,0
"7L8CWuz3X8kFZvNv7Dv1Ni2pBeF6wysWr69L9TaTNgY5",frhb8l7y9qq41qzxyltc2nw8an1rjfllxrf2x9rwllmo,77568.00,2381.20,1.61,-55938.00,-37.79,40.00,2,3,239000.00,79,3000.00,0
"7LFYBv2FQDY6aw5hL5SBCW2PiHG8TmENxBnfUnCksRbs","3sjnocnkkhwpvxygdtem8rccihsgc9jsfzuuazkbvrvp",1938867.00,-32912.00,-0.08,41457.00,0.10,32.65,48,99,87000000.00,298000,291.00,1
"7LjYYAnvSX24N19yuA9mTHtVEZsaVxTyDk9ecPWfEJyC","4xuurg5a7vhpotaahf5fm9ycppbcwdnjsmmyu61sh6qr",34558.00,3806.00,26.44,-265.35,-1.84,20.00,1,4,61000.00,40,1500.00,0
"7LzdjRM1rYcpF5rny4X4SBCTYf3Fsr2LXLg1SPJ7n663","9gjtvvwdcbw4zhx7nxcgct62ff7cbnfvcetvsbkttayb",33126.00,-32418.00,-23.89,-1636.30,-1.21,25.64,20,58,302000.00,751,402.00,0
"7MTfzDmxVjz2uZtBbehU1ZK6BCJenGq6qEQkaY15vEvG","4w2cysotx6czaugmmwg13hdpy4qemg2czekyeqyk9ama",682241.00,6006.50,9.51,13285.00,21.04,50.00,2,2,785000.00,126,6200.00,0
"7mXqVqG136GwvgorgW5ju6i2X7uSqdtvw2Dm3cciMgsT","8j4th92zkmaolje8ucvetjbpkxnx7sdk5pxvp93hgk3f",15995.00,-2545.10,-7.63,0.00,0.00,31.71,13,28,80000.00,513,156.00,0
"7pAqtAookyZs94Bz8EU3KVqvWFfEDYxiUKAZfaBEQkQn","5wnu5qhdprgrl37ffcd6tmmqzugqgxwafgz477rshthy",84368.00,-15136.00,-1.03,-1490.80,-0.10,33.33,8,16,3000000.00,678,4500.00,0
"7peKUjnbmZfRdiKpHraERv2o1ENo2dhNrDvsQmZxs376",enbgi7fxssvuakatdhja7merx6saq2ihqo1z9k9gs3kx,3561.90,497.66,8.67,0.40,0.01,44.44,4,5,15000.00,171,87.00,0
"7q6RgupLWgHLLeHrYj3vqRud9qdsFGpdSMveQJkBkphx",hgrvezf83hm2x5hovx9ec2cbiajtmwfhk6vcuplh4ydy,6995.50,-26680.00,-24.08,-7513.40,-6.78,5.88,1,16,217000.00,321,677.00,0
"7QDACa6r5vEL3yCZRTVN6hCCyR9hUpAh9hocHM9Vc2N8",hsemlnpwz3fk9innmpucxs6nsqoi7y3n941exyz9anbq,233321.00,-435.35,-4.63,0.00,0.00,50.00,1,1,252000.00,179,1400.00,0
